,label,percentage
1249.wav,female_central,99.78%
1251.wav,female_central,99.85%
1253.wav,female_central,87.07%
1254.wav,female_central,53.81%
1255.wav,female_central,99.92%
1258.wav,female_central,51.01%
1260.wav,female_central,99.89%
1261.wav,female_central,96.40%
1262.wav,female_central,98.67%
1264.wav,female_central,99.95%
1265.wav,female_central,50.15%
1266.wav,female_central,98.71%
1267.wav,female_central,78.00%
1268.wav,female_central,98.29%
1269.wav,female_central,99.83%
1270.wav,female_central,79.56%
1271.wav,female_central,90.35%
1272.wav,female_central,99.88%
1274.wav,female_central,74.63%
1276.wav,female_central,99.83%
1277.wav,female_central,98.55%
1278.wav,female_central,99.45%
1279.wav,female_central,94.50%
1280.wav,female_central,96.99%
1281.wav,female_central,99.81%
1282.wav,female_central,86.18%
1285.wav,female_central,65.54%
1286.wav,female_central,77.06%
1287.wav,female_central,96.16%
1288.wav,female_central,99.82%
1289.wav,female_central,90.14%
1290.wav,female_central,57.48%
1291.wav,female_central,99.94%
1292.wav,female_central,99.70%
1293.wav,female_central,82.36%
1294.wav,female_central,99.74%
1295.wav,female_central,99.88%
1298.wav,female_central,99.92%
1299.wav,female_central,99.94%
1300.wav,female_central,99.76%
1304.wav,female_central,99.50%
1305.wav,female_central,99.89%
1306.wav,female_central,98.49%
1307.wav,female_central,98.66%
1310.wav,female_central,99.91%
1312.wav,female_central,99.92%
1313.wav,female_central,93.62%
1314.wav,female_central,99.23%
1315.wav,female_central,99.43%
1316.wav,female_central,96.92%
1317.wav,female_central,99.59%
1318.wav,female_central,97.63%
1322.wav,female_central,99.69%
1324.wav,female_central,48.08%
1325.wav,female_central,96.62%
1326.wav,female_central,89.91%
1328.wav,female_central,99.80%
1329.wav,female_central,96.23%
1332.wav,female_central,97.19%
1333.wav,female_central,99.21%
1336.wav,female_central,99.95%
1337.wav,female_central,99.83%
1338.wav,female_central,99.55%
1339.wav,female_central,94.69%
1340.wav,female_central,99.95%
1341.wav,female_central,90.10%
1342.wav,female_central,99.90%
1343.wav,female_central,99.79%
1344.wav,female_central,99.70%
1345.wav,female_central,99.78%
1347.wav,female_central,78.73%
1348.wav,female_central,99.77%
1349.wav,female_central,93.81%
1352.wav,female_central,88.36%
1353.wav,female_central,98.00%
1354.wav,female_central,99.89%
1356.wav,female_central,80.36%
1359.wav,female_central,88.93%
1360.wav,female_central,99.82%
1362.wav,female_central,99.76%
1363.wav,female_central,99.85%
1364.wav,female_central,76.31%
1367.wav,female_central,98.79%
1370.wav,female_central,99.77%
1371.wav,female_central,99.35%
1372.wav,female_central,68.48%
1374.wav,female_central,99.79%
1375.wav,female_central,99.92%
1376.wav,female_central,85.97%
1377.wav,female_central,98.55%
1378.wav,female_central,94.06%
1379.wav,female_central,99.44%
1380.wav,female_central,98.27%
1381.wav,female_central,91.87%
1382.wav,female_central,60.45%
1383.wav,female_central,87.63%
1385.wav,female_central,54.89%
1387.wav,female_central,94.01%
1388.wav,female_central,99.78%
1389.wav,female_central,45.39%
1390.wav,female_central,99.68%
1391.wav,female_central,99.42%
1392.wav,female_central,98.67%
1393.wav,female_central,99.27%
1395.wav,female_central,99.13%
1396.wav,female_central,99.11%
1397.wav,female_central,91.29%
1398.wav,female_central,99.69%
1400.wav,female_central,94.59%
1401.wav,female_central,99.86%
1402.wav,female_central,99.00%
1403.wav,female_central,73.63%
1404.wav,female_central,58.91%
1406.wav,female_central,99.89%
1407.wav,female_central,99.50%
1409.wav,female_central,98.38%
1410.wav,female_central,83.44%
1411.wav,female_central,99.61%
1414.wav,female_central,53.14%
1415.wav,female_central,90.30%
1420.wav,female_central,99.80%
1421.wav,female_central,99.80%
1422.wav,female_central,76.75%
1423.wav,female_central,99.72%
1424.wav,female_central,86.71%
1425.wav,female_central,92.44%
1426.wav,female_central,96.36%
1427.wav,female_central,82.78%
1428.wav,female_central,99.82%
1429.wav,female_central,99.93%
1430.wav,female_central,99.93%
1432.wav,female_central,99.50%
1433.wav,female_central,99.73%
1436.wav,female_central,96.16%
1438.wav,female_central,98.80%
1439.wav,female_central,99.10%
1441.wav,female_central,60.68%
1442.wav,female_central,66.80%
1444.wav,female_central,98.32%
1445.wav,female_central,59.78%
1446.wav,female_central,99.81%
1447.wav,female_central,98.80%
1449.wav,female_central,99.86%
1450.wav,female_central,87.41%
1451.wav,female_central,99.97%
1452.wav,female_central,48.47%
1453.wav,female_central,99.92%
1454.wav,female_central,99.95%
1455.wav,female_central,49.67%
1456.wav,female_central,99.85%
1457.wav,female_central,99.96%
1458.wav,female_central,99.95%
1459.wav,female_central,97.93%
1461.wav,female_central,98.85%
1463.wav,female_central,93.49%
1464.wav,female_central,93.10%
1465.wav,female_central,99.81%
1466.wav,female_central,99.75%
1467.wav,female_central,99.56%
1468.wav,female_central,99.81%
1470.wav,female_central,85.09%
1472.wav,female_central,98.38%
1473.wav,female_central,99.66%
1474.wav,female_central,98.74%
1477.wav,female_central,94.90%
1478.wav,female_central,98.79%
1479.wav,female_central,99.87%
1480.wav,female_central,99.05%
1481.wav,female_central,95.42%
1482.wav,female_central,99.92%
1483.wav,female_central,99.92%
1484.wav,female_central,99.47%
1485.wav,female_central,99.71%
1486.wav,female_central,98.42%
1487.wav,female_central,99.53%
1488.wav,female_central,98.49%
1489.wav,female_central,99.90%
1490.wav,female_central,99.78%
1491.wav,female_central,99.27%
1492.wav,female_central,80.78%
1493.wav,female_central,99.94%
1494.wav,female_central,98.20%
1495.wav,female_central,99.24%
1496.wav,female_central,90.97%
1497.wav,female_central,99.96%
1498.wav,female_central,99.44%
1501.wav,female_central,99.39%
1503.wav,female_central,99.49%
1504.wav,female_central,97.66%
1505.wav,female_central,69.67%
1506.wav,female_central,98.28%
1507.wav,female_central,95.47%
1508.wav,female_central,99.01%
1509.wav,female_central,99.12%
1510.wav,female_central,99.85%
1511.wav,female_central,99.83%
1512.wav,female_central,98.67%
1513.wav,female_central,99.76%
1514.wav,female_central,98.98%
1515.wav,female_central,99.03%
1516.wav,female_central,99.61%
1519.wav,female_central,69.97%
1523.wav,female_central,99.68%
1524.wav,female_central,98.74%
1525.wav,female_central,83.89%
1526.wav,female_central,99.95%
1527.wav,female_central,94.45%
1528.wav,female_central,73.80%
1529.wav,female_central,99.81%
1530.wav,female_central,68.29%
1531.wav,female_central,88.46%
1532.wav,female_central,93.02%
1534.wav,female_central,43.00%
1535.wav,female_central,98.79%
1536.wav,female_central,70.56%
1538.wav,female_central,99.81%
1539.wav,female_central,96.98%
1540.wav,female_central,43.80%
1541.wav,female_central,99.54%
1543.wav,female_central,99.87%
1544.wav,female_central,93.87%
1545.wav,female_central,99.49%
1546.wav,female_central,96.58%
1548.wav,female_central,99.44%
1550.wav,female_central,99.93%
1551.wav,female_central,99.52%
1552.wav,female_central,98.55%
1553.wav,female_central,70.95%
1554.wav,female_central,99.62%
1556.wav,female_central,58.57%
1557.wav,female_central,98.43%
1559.wav,female_central,72.20%
1561.wav,female_central,99.50%
1562.wav,female_central,99.56%
1563.wav,female_central,99.94%
1564.wav,female_central,86.08%
1566.mp3,male_north,94.11%
1568.wav,male_north,57.62%
1569.mp3,male_north,99.72%
1572.mp3,male_north,99.84%
1573.mp3,male_north,99.60%
1574.mp3,male_north,86.58%
1575.mp3,male_north,94.18%
1577.mp3,male_north,99.40%
1579.mp3,male_north,96.29%
1580.mp3,male_north,99.96%
1581.mp3,male_north,99.02%
1584.mp3,male_north,56.32%
1585.mp3,male_north,98.86%
1586.mp3,male_north,99.24%
1588.mp3,male_north,99.82%
1589.mp3,male_north,97.96%
1591.mp3,male_north,99.95%
1593.mp3,male_north,93.45%
1594.wav,male_north,49.34%
1595.wav,male_north,99.40%
1596.mp3,male_north,99.19%
1598.mp3,male_north,99.40%
1599.mp3,male_north,87.03%
1601.mp3,male_north,99.83%
1603.wav,male_north,96.55%
1604.mp3,male_north,48.00%
1606.mp3,male_north,76.35%
1607.mp3,male_north,99.48%
1608.mp3,male_north,85.39%
1611.mp3,male_north,97.92%
1615.mp3,male_north,67.46%
1616.mp3,male_north,97.84%
1618.mp3,male_north,97.66%
1619.mp3,male_north,99.93%
1621.mp3,male_north,41.09%
1622.mp3,male_north,99.92%
1623.mp3,male_north,99.30%
1624.mp3,male_north,99.51%
1625.wav,male_north,55.46%
1628.mp3,male_north,99.56%
1629.mp3,male_north,99.87%
1631.mp3,male_north,99.83%
1632.mp3,male_north,99.22%
1636.mp3,male_north,99.97%
1637.mp3,male_north,98.55%
1639.mp3,male_north,99.80%
1641.mp3,male_north,99.49%
1642.mp3,male_north,99.79%
1646.mp3,male_north,99.79%
1649.wav,male_north,98.16%
1650.mp3,male_north,94.58%
1651.wav,male_north,98.54%
1652.mp3,male_north,99.30%
1654.wav,male_north,99.88%
1655.mp3,male_north,95.82%
1658.mp3,male_north,99.68%
1659.wav,male_north,52.03%
1660.mp3,male_north,97.20%
1661.mp3,male_north,68.36%
1662.mp3,male_north,99.83%
1664.mp3,male_north,99.81%
1666.mp3,male_north,99.76%
1668.wav,male_north,76.69%
1669.mp3,male_north,99.97%
1670.mp3,male_north,99.88%
1671.mp3,male_north,93.52%
1672.mp3,male_north,97.00%
1673.mp3,male_north,97.19%
1675.mp3,male_north,99.92%
1676.mp3,male_north,99.94%
1680.mp3,male_north,99.86%
1681.mp3,male_north,99.77%
1682.wav,male_north,91.39%
1683.mp3,male_north,99.73%
1684.mp3,male_north,99.96%
1685.mp3,male_north,83.86%
1686.mp3,male_north,99.67%
1687.mp3,male_north,75.89%
1688.mp3,male_north,98.09%
1690.mp3,male_north,99.72%
1691.mp3,male_north,99.29%
1692.mp3,male_north,99.85%
1693.mp3,male_north,99.43%
1694.mp3,male_north,99.89%
1697.mp3,male_north,99.88%
1698.wav,male_north,80.38%
1699.mp3,male_north,99.58%
1701.mp3,male_north,99.96%
1702.wav,male_north,82.25%
1703.wav,male_north,94.80%
1705.mp3,male_north,99.36%
1711.mp3,male_north,94.88%
1712.wav,male_north,95.27%
1716.mp3,male_north,98.64%
1717.wav,male_north,97.52%
1718.mp3,male_north,97.65%
1720.mp3,male_north,99.63%
1722.mp3,male_north,96.87%
1724.mp3,male_north,96.15%
1726.wav,male_north,85.02%
1728.mp3,male_north,99.80%
1730.wav,male_north,50.39%
1731.mp3,male_north,99.84%
1732.mp3,male_north,98.17%
1738.mp3,male_north,99.97%
1739.mp3,male_north,99.62%
1740.mp3,male_north,93.66%
1742.mp3,male_north,99.98%
1743.mp3,male_north,99.89%
1744.mp3,male_north,98.98%
1745.mp3,male_north,98.08%
1746.mp3,male_north,76.76%
1747.wav,male_north,97.47%
1748.wav,male_north,95.85%
1750.mp3,male_north,99.87%
1752.mp3,male_north,54.82%
1753.wav,male_north,97.38%
1758.mp3,male_north,99.91%
1760.mp3,male_north,63.89%
1761.wav,male_north,65.95%
1764.wav,male_north,69.15%
1765.wav,male_north,92.82%
1766.mp3,male_north,97.02%
1767.mp3,male_north,99.96%
1768.mp3,male_north,86.70%
1770.mp3,male_north,99.79%
1771.wav,male_north,99.37%
1772.mp3,male_north,99.09%
1775.mp3,male_north,99.66%
1776.mp3,male_north,99.88%
1777.mp3,male_north,88.89%
1778.mp3,male_north,99.35%
1779.wav,male_north,92.73%
1780.mp3,male_north,75.88%
1781.mp3,male_north,97.54%
1782.mp3,male_north,91.85%
1783.mp3,male_north,99.43%
1787.mp3,male_north,97.54%
1789.mp3,male_north,99.95%
1793.mp3,male_north,99.85%
1794.mp3,male_north,99.84%
1796.mp3,male_north,99.71%
1797.wav,male_north,99.78%
1799.mp3,male_north,99.92%
1800.mp3,male_north,99.45%
1801.mp3,male_north,99.84%
1802.mp3,male_north,99.70%
1803.wav,male_north,65.22%
1805.wav,male_north,99.00%
1806.wav,male_north,67.02%
1809.mp3,male_north,99.75%
1810.mp3,male_north,99.77%
1811.mp3,male_north,99.98%
1812.mp3,male_north,99.68%
1813.mp3,male_north,99.71%
1817.mp3,male_north,99.91%
1818.mp3,male_north,81.50%
1820.wav,male_north,71.74%
1821.mp3,male_north,99.51%
1822.mp3,male_north,99.87%
1823.mp3,male_north,82.51%
1824.mp3,male_north,98.90%
1828.mp3,male_north,99.75%
1829.mp3,male_north,99.34%
1836.mp3,male_north,99.83%
1837.mp3,male_north,99.89%
1838.mp3,male_north,80.17%
1840.mp3,male_north,99.61%
1841.mp3,male_north,98.98%
1844.mp3,male_north,99.75%
1845.mp3,male_north,90.77%
1848.mp3,male_north,99.63%
1850.mp3,male_north,95.68%
1851.mp3,male_north,99.90%
1852.wav,male_north,95.50%
1855.wav,male_north,98.69%
1858.mp3,male_north,99.78%
1860.mp3,male_north,89.31%
1861.mp3,male_north,55.82%
1862.mp3,male_north,96.57%
1863.mp3,male_north,93.14%
1865.mp3,male_north,86.62%
1866.mp3,male_north,65.15%
1867.wav,male_north,78.99%
1869.mp3,male_north,99.93%
1870.mp3,male_north,85.00%
1871.mp3,male_north,99.64%
1873.mp3,male_north,92.20%
1874.mp3,male_north,99.81%
1875.mp3,male_north,99.48%
1876.wav,male_north,55.49%
1877.mp3,male_north,99.95%
1878.mp3,male_north,99.04%
1880.mp3,male_north,99.82%
1884.mp3,male_north,98.71%
1887.mp3,male_north,99.39%
1888.wav,male_north,48.18%
1889.mp3,male_north,99.40%
1890.mp3,male_north,99.84%
1891.wav,male_north,99.84%
1893.mp3,male_north,99.95%
1895.mp3,male_north,99.68%
1898.mp3,male_north,99.97%
1899.mp3,male_north,99.64%
1901.mp3,male_north,78.92%
1902.mp3,male_north,88.71%
1905.mp3,male_north,99.93%
1907.mp3,male_north,99.76%
1909.mp3,male_north,99.86%
1910.mp3,male_north,99.36%
1913.mp3,male_north,99.92%
1915.mp3,male_north,64.23%
1920.mp3,male_north,94.31%
1922.wav,male_north,86.40%
1923.mp3,male_north,99.96%
1924.mp3,male_north,99.85%
1925.mp3,male_north,99.69%
1926.mp3,male_north,99.93%
1927.wav,male_north,55.47%
1928.wav,male_north,98.94%
1930.mp3,male_north,88.41%
1931.mp3,male_north,94.89%
1932.wav,male_north,69.16%
1933.mp3,male_north,98.35%
1934.mp3,male_north,98.20%
1937.mp3,male_north,99.94%
1942.mp3,male_north,99.94%
1943.mp3,male_north,98.17%
1947.mp3,male_north,99.86%
1948.wav,male_north,98.53%
1949.mp3,male_north,99.97%
1951.mp3,male_north,96.27%
1953.mp3,male_north,99.96%
1955.mp3,male_north,99.68%
1956.mp3,male_north,95.99%
1957.wav,male_north,91.67%
1961.mp3,male_north,93.81%
1962.mp3,male_north,99.91%
1963.mp3,male_north,60.57%
1964.wav,male_north,35.95%
1966.mp3,male_north,99.73%
1967.mp3,male_north,99.88%
1968.wav,male_north,50.42%
1970.mp3,male_north,98.41%
1971.mp3,male_north,58.88%
1972.mp3,male_north,99.72%
1974.wav,male_north,98.71%
1976.mp3,male_north,99.95%
1977.mp3,male_north,99.38%
1979.mp3,male_north,99.96%
1981.wav,male_north,99.60%
1982.mp3,male_north,99.95%
1983.mp3,male_north,94.30%
1986.mp3,male_north,99.36%
1988.mp3,male_north,99.73%
1989.mp3,male_north,99.53%
1990.mp3,male_north,99.47%
1991.mp3,male_north,99.42%
1992.mp3,male_north,99.81%
1993.mp3,male_north,99.96%
1994.mp3,male_north,99.60%
1996.mp3,male_north,83.96%
1997.mp3,male_north,90.47%
1998.wav,male_north,92.51%
2000.mp3,male_north,96.21%
2001.mp3,male_north,70.81%
2002.mp3,male_north,99.92%
2003.wav,male_north,98.58%
2005.wav,male_north,93.27%
2006.mp3,male_north,96.10%
2008.mp3,male_north,99.50%
2010.mp3,male_north,99.81%
2014.mp3,male_north,75.79%
2015.mp3,male_north,97.79%
2016.wav,male_north,94.87%
2017.mp3,male_north,84.82%
2019.mp3,male_north,99.70%
2024.wav,male_north,89.10%
2025.mp3,male_north,99.49%
2026.mp3,male_north,99.93%
2027.mp3,male_north,99.12%
2028.mp3,male_north,55.72%
2029.mp3,male_north,99.55%
2030.mp3,male_north,97.59%
2031.mp3,male_north,99.29%
2034.wav,male_north,87.06%
2037.mp3,male_north,99.80%
2038.mp3,male_north,99.84%
2039.wav,male_north,88.35%
2041.mp3,male_north,96.37%
2043.mp3,male_north,99.82%
2044.mp3,male_north,86.37%
2045.mp3,male_north,99.39%
2046.mp3,male_north,99.74%
2047.mp3,male_north,99.30%
2048.mp3,male_north,99.28%
2049.wav,male_north,74.14%
2050.wav,male_north,56.94%
2051.wav,male_north,78.07%
2052.mp3,male_north,39.15%
2053.wav,male_north,99.82%
2055.wav,male_north,62.44%
2057.mp3,male_north,92.88%
2058.mp3,male_north,97.47%
2063.mp3,male_north,99.81%
2064.mp3,male_north,98.76%
2065.mp3,male_north,99.96%
2067.mp3,male_north,99.95%
2068.mp3,male_north,99.92%
2070.mp3,male_north,99.91%
2072.mp3,male_north,99.56%
2074.mp3,male_north,99.92%
2075.mp3,male_north,99.54%
2076.mp3,male_north,99.90%
2077.wav,male_north,94.28%
2078.mp3,male_north,99.97%
2079.mp3,male_north,99.74%
2080.mp3,male_north,99.83%
2081.mp3,male_north,99.49%
2082.mp3,male_north,99.83%
2083.mp3,male_north,96.82%
2084.mp3,male_north,96.05%
2085.mp3,male_north,98.69%
2086.mp3,male_north,99.83%
2088.mp3,male_north,99.83%
2091.mp3,male_north,63.61%
2092.mp3,male_north,99.77%
2093.wav,male_north,93.53%
2096.mp3,male_north,99.10%
2097.mp3,male_north,99.65%
2098.mp3,male_north,98.20%
2099.wav,male_north,98.65%
2101.mp3,male_north,71.31%
2105.mp3,male_north,99.68%
2106.mp3,male_north,99.85%
2108.mp3,male_north,99.92%
2109.mp3,male_north,78.42%
2110.wav,male_north,97.41%
2111.mp3,male_north,99.12%
2112.mp3,male_north,77.15%
2114.wav,male_north,84.45%
2115.mp3,male_north,83.31%
2116.mp3,male_north,99.73%
2117.mp3,male_north,99.08%
2118.mp3,male_north,96.76%
2119.mp3,male_north,99.94%
2120.wav,male_north,91.50%
2121.mp3,male_north,99.80%
2122.wav,male_north,76.32%
2123.mp3,male_north,99.95%
2124.wav,male_north,92.47%
2125.wav,male_north,80.61%
2126.mp3,male_north,49.88%
2127.mp3,male_north,96.59%
2132.mp3,male_north,60.55%
2136.mp3,male_north,80.05%
2137.mp3,male_north,99.83%
2140.mp3,male_north,95.45%
2142.mp3,male_north,99.42%
2143.wav,male_north,97.01%
2144.mp3,male_north,99.80%
2148.mp3,male_north,79.54%
2150.mp3,male_north,79.25%
2151.mp3,male_north,99.60%
2154.mp3,male_north,99.73%
2156.mp3,male_north,99.63%
2157.mp3,male_north,96.46%
2160.wav,male_north,92.07%
2162.mp3,male_north,96.27%
2164.mp3,male_north,99.92%
2165.wav,male_north,91.99%
2171.mp3,male_north,99.81%
2172.mp3,male_north,99.42%
2173.mp3,male_north,72.94%
2178.mp3,male_north,99.62%
2179.mp3,male_north,74.61%
2182.mp3,male_north,97.68%
2183.wav,male_north,98.91%
2185.mp3,male_north,83.37%
2187.mp3,male_north,88.28%
2189.mp3,male_north,99.82%
2190.mp3,male_north,99.95%
2192.wav,male_north,98.88%
2194.wav,male_north,91.69%
2195.mp3,male_north,99.82%
2198.mp3,male_north,86.86%
2199.mp3,male_north,73.44%
2200.mp3,male_north,99.91%
2201.mp3,male_north,96.42%
2202.mp3,male_north,98.76%
2204.mp3,male_north,99.72%
2205.mp3,male_north,91.21%
2208.wav,male_north,70.41%
2209.mp3,male_north,99.88%
2210.wav,male_north,86.40%
2211.wav,male_north,88.82%
2212.mp3,male_north,76.33%
2213.mp3,male_north,99.89%
2214.mp3,male_north,99.09%
2218.mp3,male_north,99.92%
2219.mp3,male_north,99.63%
2220.mp3,male_north,99.85%
2221.mp3,male_north,99.86%
2222.mp3,male_north,86.94%
2224.mp3,male_north,99.86%
2225.mp3,male_north,99.78%
2226.mp3,male_north,99.97%
2228.wav,male_north,98.00%
2229.mp3,male_north,96.87%
2231.mp3,male_north,99.97%
2232.wav,male_north,97.51%
2233.mp3,male_north,99.20%
2234.mp3,male_north,99.96%
2235.wav,male_north,63.80%
2236.wav,male_north,57.03%
2238.mp3,male_north,94.33%
2239.mp3,male_north,99.91%
2240.mp3,male_north,99.93%
2241.mp3,female_north,99.95%
2242.mp3,female_north,62.86%
2244.mp3,female_north,99.91%
2245.wav,female_north,81.93%
2246.mp3,female_north,99.95%
2248.mp3,female_north,99.83%
2250.wav,female_north,95.36%
2251.mp3,female_north,99.74%
2252.mp3,female_north,99.97%
2253.mp3,female_north,99.94%
2254.mp3,female_north,99.90%
2255.wav,female_north,66.68%
2257.mp3,female_north,98.88%
2258.mp3,female_north,99.94%
2259.mp3,female_north,99.97%
2260.mp3,female_north,99.95%
2261.mp3,female_north,65.31%
2266.mp3,female_north,97.40%
2267.mp3,female_north,99.64%
2269.mp3,female_north,99.91%
2270.mp3,female_north,98.54%
2272.mp3,female_north,84.69%
2276.mp3,female_north,95.48%
2277.mp3,female_north,99.71%
2279.amr,female_north,57.17%
2280.wav,female_north,64.99%
2282.mp3,female_north,99.66%
2284.mp3,female_north,96.64%
2285.mp3,female_north,98.29%
2286.mp3,female_north,95.13%
2287.mp3,female_north,99.04%
2288.mp3,female_north,99.49%
2289.mp3,female_north,99.93%
2290.mp3,female_north,99.90%
2291.mp3,female_north,92.90%
2293.mp3,female_north,99.62%
2296.mp3,female_north,99.90%
2300.mp3,female_north,99.80%
2302.mp3,female_north,99.92%
2303.mp3,female_north,99.64%
2304.mp3,female_north,97.14%
2306.wav,female_north,92.49%
2307.mp3,female_north,99.73%
2308.wav,female_north,96.09%
2309.mp3,female_north,99.82%
2310.mp3,female_north,87.45%
2311.mp3,female_north,99.40%
2312.mp3,female_north,96.73%
2316.mp3,female_north,99.65%
2317.mp3,female_north,99.84%
2320.mp3,female_north,99.73%
2321.wav,female_north,88.29%
2322.mp3,female_north,80.97%
2324.mp3,female_north,99.65%
2325.mp3,female_north,99.51%
2326.mp3,female_north,99.01%
2329.mp3,female_north,99.73%
2330.mp3,female_north,70.14%
2331.mp3,female_north,99.65%
2333.mp3,female_north,99.69%
2336.mp3,female_north,99.40%
2337.mp3,female_north,99.92%
2341.mp3,female_north,96.00%
2342.mp3,female_north,99.39%
2343.wav,female_north,92.53%
2345.mp3,female_north,92.91%
2347.mp3,female_north,99.86%
2349.mp3,female_north,99.53%
2353.mp3,female_north,97.79%
2354.mp3,female_north,98.28%
2355.wav,female_north,78.61%
2356.mp3,female_north,99.96%
2357.mp3,female_north,91.71%
2359.mp3,female_north,99.69%
2360.mp3,female_north,99.20%
2361.mp3,female_north,95.59%
2362.mp3,female_north,99.62%
2363.mp3,female_north,99.64%
2365.mp3,female_north,99.37%
2367.mp3,female_north,99.61%
2369.mp3,female_north,72.65%
2370.mp3,female_north,99.92%
2372.mp3,female_north,99.89%
2375.mp3,female_north,91.58%
2377.mp3,female_north,99.86%
2378.mp3,female_north,99.90%
2379.wav,female_north,95.84%
2380.mp3,female_north,99.79%
2381.wav,female_north,90.73%
2382.mp3,female_north,99.92%
2383.mp3,female_north,99.70%
2384.mp3,female_north,99.93%
2385.mp3,female_north,99.92%
2386.mp3,female_north,99.84%
2387.mp3,female_north,99.87%
2388.wav,female_north,88.11%
2390.mp3,female_north,99.59%
2391.mp3,female_north,99.87%
2393.wav,female_north,96.80%
2394.mp3,female_north,99.78%
2395.mp3,female_north,92.96%
2396.mp3,female_north,99.82%
2398.mp3,female_north,72.85%
2400.mp3,female_north,97.14%
2401.mp3,female_north,99.72%
2403.wav,female_north,57.58%
2404.mp3,female_north,99.21%
2405.mp3,female_north,99.77%
2406.mp3,female_north,99.45%
2407.mp3,female_north,99.94%
2408.wav,female_north,96.07%
2409.mp3,female_north,99.33%
2410.mp3,female_north,99.27%
2415.wav,female_north,75.92%
2416.mp3,female_north,99.46%
2417.mp3,female_north,99.24%
2418.mp3,female_north,99.90%
2419.mp3,female_north,99.45%
2420.mp3,female_north,99.66%
2422.mp3,female_north,99.98%
2423.mp3,female_north,98.09%
2424.mp3,female_north,99.26%
2425.mp3,female_north,99.01%
2426.mp3,female_north,99.70%
2428.wav,female_north,59.31%
2429.mp3,female_north,99.80%
2430.mp3,female_north,99.57%
2432.mp3,female_north,98.47%
2433.mp3,female_north,99.86%
2437.mp3,female_north,99.94%
2438.mp3,female_north,99.77%
2439.mp3,female_north,99.66%
2440.mp3,female_north,79.16%
2441.mp3,female_north,99.82%
2443.mp3,female_north,99.90%
2444.mp3,female_north,76.66%
2445.wav,female_north,95.80%
2448.mp3,female_north,99.57%
2451.mp3,female_north,99.87%
2452.mp3,female_north,99.74%
2453.mp3,female_north,96.89%
2455.wav,female_north,98.20%
2457.mp3,female_north,97.34%
2458.mp3,female_north,99.93%
2460.mp3,female_north,98.71%
2463.mp3,female_north,99.93%
2464.mp3,female_north,72.89%
2465.mp3,female_north,99.87%
2466.wav,female_north,81.78%
2467.mp3,female_north,99.91%
2468.mp3,female_north,74.90%
2469.wav,female_north,83.73%
2470.mp3,female_north,99.89%
2471.mp3,female_north,96.01%
2473.mp3,female_north,96.83%
2474.mp3,female_north,99.57%
2475.wav,female_north,99.22%
2476.mp3,female_north,99.93%
2477.mp3,female_north,97.38%
2479.mp3,female_north,99.95%
2482.mp3,female_north,99.87%
2483.amr,female_north,90.16%
2484.mp3,female_north,99.77%
2485.mp3,female_north,93.28%
2487.mp3,female_north,99.44%
2488.mp3,female_north,98.65%
2491.wav,female_north,36.11%
2492.wav,female_north,98.05%
2493.mp3,female_north,75.71%
2494.mp3,female_north,99.90%
2495.mp3,female_north,99.93%
2496.mp3,female_north,99.89%
2497.mp3,female_north,98.29%
2499.mp3,female_north,78.46%
2500.wav,female_north,98.75%
2503.mp3,female_north,54.21%
2505.mp3,female_north,97.07%
2506.mp3,female_north,98.21%
2507.mp3,female_north,80.13%
2508.wav,female_north,62.72%
2509.mp3,female_north,99.62%
2510.mp3,female_north,89.88%
2511.mp3,female_north,86.60%
2512.mp3,female_north,45.16%
2513.mp3,female_north,99.46%
2514.mp3,female_north,99.90%
2516.wav,female_north,85.99%
2520.mp3,female_north,99.31%
2521.mp3,female_north,99.85%
2524.mp3,female_north,99.87%
2525.mp3,female_north,99.92%
2526.mp3,female_north,99.92%
2527.mp3,female_north,99.54%
2528.mp3,female_north,99.50%
2530.wav,female_north,72.51%
2531.mp3,female_north,99.71%
2532.mp3,female_north,95.53%
2533.mp3,female_north,83.75%
2534.mp3,female_north,99.82%
2535.mp3,female_north,72.70%
2537.mp3,female_north,99.94%
2539.mp3,female_north,99.89%
2540.mp3,female_north,99.91%
2541.mp3,female_north,99.83%
2543.mp3,female_north,97.87%
2545.mp3,female_north,57.10%
2547.mp3,female_north,99.69%
2548.mp3,female_north,99.09%
2549.wav,female_north,67.40%
2550.mp3,female_north,99.48%
2551.mp3,female_north,97.19%
2552.wav,female_north,99.91%
2553.mp3,female_north,98.09%
2555.wav,female_north,60.41%
2557.mp3,female_north,99.47%
2560.mp3,female_north,99.79%
2561.mp3,female_north,99.93%
2562.mp3,female_north,99.82%
2563.mp3,female_north,99.89%
2564.mp3,female_north,99.94%
2565.mp3,female_north,99.58%
2566.mp3,female_north,91.52%
2567.mp3,female_north,99.92%
2568.mp3,female_north,99.74%
2569.mp3,female_north,90.76%
2570.mp3,female_north,85.89%
2572.mp3,female_north,92.53%
2574.mp3,female_north,99.78%
2575.mp3,female_north,99.88%
2576.mp3,female_north,99.82%
2578.mp3,female_north,97.47%
2579.mp3,female_north,99.97%
2581.mp3,female_north,99.95%
2584.mp3,female_north,99.56%
2585.mp3,female_north,49.91%
2588.mp3,female_north,99.96%
2589.mp3,female_north,99.60%
2590.mp3,female_north,99.86%
2591.mp3,female_north,99.58%
2593.mp3,female_north,99.87%
2595.mp3,female_north,99.55%
2596.mp3,female_north,99.83%
